User 1     User 2     Similarity
 DynamikFocus           kennethkilpatri              0.0
 DynamikFocus           SaraRoc05191903              0.0
 DynamikFocus           babatundemuham6              0.0
 DynamikFocus           Ga_Bunnie              0.0
 DynamikFocus           jillianebean              0.0
 DynamikFocus           s_nailee              0.0
 DynamikFocus           fadlala5              0.0
 DynamikFocus           jchqx_              0.0
 DynamikFocus           Therybass              0.0
 DynamikFocus           Agamewillwin1              0.0
 DynamikFocus           NZFCLUB              0.0
 DynamikFocus           tudor1_b              0.0
 DynamikFocus           SoloCruzAzul10              0.0
 DynamikFocus           HolianVI              0.0
 DynamikFocus           MyFamil12              0.0
 DynamikFocus           djrresto              0.0
 DynamikFocus           rachcurley20              0.0
 DynamikFocus           HaririAli              0.0
 DynamikFocus           JoshMahar2y              0.0
 DynamikFocus           PGHMayors              0.0
 DynamikFocus           MihalitsaE              0.0
 DynamikFocus           maloran23              0.0
 DynamikFocus           Tiffanyta5              0.0
 DynamikFocus           PeytonChandler_              0.0
 DynamikFocus           uriplacis              0.0
 DynamikFocus           Nidssss15              0.0
 DynamikFocus           TomGoatszn              0.0
 DynamikFocus           jillconan368              0.0
 DynamikFocus           Barbato01Jp              0.0
 DynamikFocus           chris_carrier96              0.0
 DynamikFocus           eduar_korn              0.0
 DynamikFocus           cocoloony              0.0
 500pxrtg           PolskiFailer              0.0
 500pxrtg           alexchevalier1              0.0
 500pxrtg           Luckson_O              0.0
 500pxrtg           tiger052374              0.0
 500pxrtg           BartekZgrajka              0.0
 500pxrtg           vankarumang              0.0
 500pxrtg           DynamikFocus              0.0
 500pxrtg           500pxrtg              1.0
 500pxrtg           BramcoteToday              0.0
 500pxrtg           detshady6425              0.0
 500pxrtg           unitedcycleride              0.0
 500pxrtg           HavokGoneOOC              0.0
 500pxrtg           AMO4551              0.0
 500pxrtg           GlasgowsVoice              0.0
 500pxrtg           EgidioB_USAFan              0.0
 500pxrtg           LaaautyLopez              0.0
 500pxrtg           Gueven8              0.0
 500pxrtg           gavinboyce23333              0.0
 500pxrtg           pedrommmoreira1              0.0
 500pxrtg           Positive_Pulse              0.0
 500pxrtg           DawnRomanick              0.0
 500pxrtg           guruwan2b              0.0
 500pxrtg           MiguelSuppo_              0.0
 500pxrtg           ZacBarrient              0.0
 500pxrtg           amanda_wowk              0.0
 500pxrtg           maivinhalliwell              0.0
 500pxrtg           AskMicheleFirst              0.0
 500pxrtg           RoulaDouglas              0.0
 500pxrtg           Nate_Santana1              0.0
 500pxrtg           cball47              0.0
 500pxrtg           F_Miah_786              0.0
 500pxrtg           claireworth1685              0.0
 500pxrtg           kennethkilpatri              0.0
 500pxrtg           SaraRoc05191903              0.0
 500pxrtg           babatundemuham6              0.0
 500pxrtg           Ga_Bunnie              0.0
 500pxrtg           jillianebean              0.0
 500pxrtg           s_nailee              0.0
 500pxrtg           fadlala5              0.0
 500pxrtg           jchqx_              0.0
 500pxrtg           Therybass              0.0
 500pxrtg           Agamewillwin1              0.0
 500pxrtg           NZFCLUB              0.0
 500pxrtg           tudor1_b              0.0
 500pxrtg           SoloCruzAzul10              0.0
 500pxrtg           HolianVI              0.0
 500pxrtg           MyFamil12              0.0
 500pxrtg           djrresto              0.0
 500pxrtg           rachcurley20              0.0
 500pxrtg           HaririAli              0.0
 500pxrtg           JoshMahar2y              0.0
 500pxrtg           PGHMayors              0.0
 500pxrtg           MihalitsaE              0.0
 500pxrtg           maloran23              0.0
 500pxrtg           Tiffanyta5              0.0
 500pxrtg           PeytonChandler_              0.0
 500pxrtg           uriplacis              0.0
 500pxrtg           Nidssss15              0.0
 500pxrtg           TomGoatszn              0.0
 500pxrtg           jillconan368              0.0
 500pxrtg           Barbato01Jp              0.0
 500pxrtg           chris_carrier96              0.0
 500pxrtg           eduar_korn              0.0
 500pxrtg           cocoloony              0.0
 BramcoteToday           PolskiFailer              0.0
 BramcoteToday           alexchevalier1              0.0
 BramcoteToday           Luckson_O              0.0
 BramcoteToday           tiger052374              0.0
 BramcoteToday           BartekZgrajka              0.0
 BramcoteToday           vankarumang              0.0
 BramcoteToday           DynamikFocus              0.0
 BramcoteToday           500pxrtg              0.0
 BramcoteToday           BramcoteToday              1.0
 BramcoteToday           detshady6425              0.0
 BramcoteToday           unitedcycleride              0.0
 BramcoteToday           HavokGoneOOC              0.0
 BramcoteToday           AMO4551              0.0
 BramcoteToday           GlasgowsVoice              0.0
 BramcoteToday           EgidioB_USAFan              0.0
 BramcoteToday           LaaautyLopez              0.0
 BramcoteToday           Gueven8              0.0
 BramcoteToday           gavinboyce23333              0.0
 BramcoteToday           pedrommmoreira1              0.0
 BramcoteToday           Positive_Pulse              0.0
 BramcoteToday           DawnRomanick              0.0
 BramcoteToday           guruwan2b              0.0
 BramcoteToday           MiguelSuppo_              0.0
 BramcoteToday           ZacBarrient              0.0
 BramcoteToday           amanda_wowk              0.0
 BramcoteToday           maivinhalliwell              0.0
 BramcoteToday           AskMicheleFirst              0.0
 BramcoteToday           RoulaDouglas              0.0
 BramcoteToday           Nate_Santana1              0.0
 BramcoteToday           cball47              0.0
 BramcoteToday           F_Miah_786              0.0
 BramcoteToday           claireworth1685              0.0
 BramcoteToday           kennethkilpatri              0.0
 BramcoteToday           SaraRoc05191903              0.0
 BramcoteToday           babatundemuham6              0.0
 BramcoteToday           Ga_Bunnie              0.0
 BramcoteToday           jillianebean              0.0
 BramcoteToday           s_nailee              0.0
 BramcoteToday           fadlala5              0.0
 BramcoteToday           jchqx_              0.0
 BramcoteToday           Therybass              0.0
 BramcoteToday           Agamewillwin1              0.0
 BramcoteToday           NZFCLUB              0.0
 BramcoteToday           tudor1_b              0.0
 BramcoteToday           SoloCruzAzul10              0.0
 BramcoteToday           HolianVI              0.0
 BramcoteToday           MyFamil12              0.0
 BramcoteToday           djrresto              0.0
 BramcoteToday           rachcurley20              0.0
 BramcoteToday           HaririAli              0.0
 BramcoteToday           JoshMahar2y              0.0
 BramcoteToday           PGHMayors              0.0
 BramcoteToday           MihalitsaE              0.0
 BramcoteToday           maloran23              0.0
 BramcoteToday           Tiffanyta5              0.0
 BramcoteToday           PeytonChandler_              0.0
 BramcoteToday           uriplacis              0.0
 BramcoteToday           Nidssss15              0.0
 BramcoteToday           TomGoatszn              0.0
 BramcoteToday           jillconan368              0.0
 BramcoteToday           Barbato01Jp              0.0
 BramcoteToday           chris_carrier96              0.0
 BramcoteToday           eduar_korn              0.0
 BramcoteToday           cocoloony              0.0
 detshady6425           PolskiFailer              0.0
 detshady6425           alexchevalier1              0.0
 detshady6425           Luckson_O              0.0
 detshady6425           tiger052374              0.0
 detshady6425           BartekZgrajka              0.0
 detshady6425           vankarumang              0.0
 detshady6425           DynamikFocus              0.0
 detshady6425           500pxrtg              0.0
 detshady6425           BramcoteToday              0.0
 detshady6425           detshady6425              1.0
 detshady6425           unitedcycleride              0.0
 detshady6425           HavokGoneOOC              0.0
 detshady6425           AMO4551              0.0
 detshady6425           GlasgowsVoice              0.0
 detshady6425           EgidioB_USAFan              0.0
 detshady6425           LaaautyLopez              0.0
 detshady6425           Gueven8              0.0
 detshady6425           gavinboyce23333              0.0
 detshady6425           pedrommmoreira1              0.0
 detshady6425           Positive_Pulse              0.0
 detshady6425           DawnRomanick              0.0
 detshady6425           guruwan2b              0.0
 detshady6425           MiguelSuppo_              0.0
 detshady6425           ZacBarrient              0.0
 detshady6425           amanda_wowk              0.0
 detshady6425           maivinhalliwell              0.0
 detshady6425           AskMicheleFirst              0.0
 detshady6425           RoulaDouglas              0.0
 detshady6425           Nate_Santana1              0.0
 detshady6425           cball47              0.0
 detshady6425           F_Miah_786              0.0
 detshady6425           claireworth1685              0.0
 detshady6425           kennethkilpatri              0.0
 detshady6425           SaraRoc05191903              0.0
 detshady6425           babatundemuham6              0.0
 detshady6425           Ga_Bunnie              0.0
 detshady6425           jillianebean              0.0
 detshady6425           s_nailee              0.0
 detshady6425           fadlala5              0.0
 detshady6425           jchqx_              0.0
 detshady6425           Therybass              0.0
 detshady6425           Agamewillwin1              0.0
 detshady6425           NZFCLUB              0.0
 detshady6425           tudor1_b              0.0
 detshady6425           SoloCruzAzul10              0.0
 detshady6425           HolianVI              0.0
 detshady6425           MyFamil12              0.0
 detshady6425           djrresto              0.0
 detshady6425           rachcurley20              0.0
 detshady6425           HaririAli              0.0
 detshady6425           JoshMahar2y              0.0
 detshady6425           PGHMayors              0.0
 detshady6425           MihalitsaE              0.0
 detshady6425           maloran23              0.0
 detshady6425           Tiffanyta5              0.0
 detshady6425           PeytonChandler_              0.0
 detshady6425           uriplacis              0.0
 detshady6425           Nidssss15              0.0
 detshady6425           TomGoatszn              0.0
 detshady6425           jillconan368              0.0
 detshady6425           Barbato01Jp              0.0
 detshady6425           chris_carrier96              0.0
 detshady6425           eduar_korn              0.0
 detshady6425           cocoloony              0.0
 unitedcycleride           PolskiFailer              0.0
 unitedcycleride           alexchevalier1              0.0
 unitedcycleride           Luckson_O              0.0
 unitedcycleride           tiger052374              0.0
 unitedcycleride           BartekZgrajka              0.0
 unitedcycleride           vankarumang              0.0
 unitedcycleride           DynamikFocus              0.0
 unitedcycleride           500pxrtg              0.0
 unitedcycleride           BramcoteToday              0.0
 unitedcycleride           detshady6425              0.0
 unitedcycleride           unitedcycleride              1.0
 unitedcycleride           HavokGoneOOC              0.0
 unitedcycleride           AMO4551              0.0
 unitedcycleride           GlasgowsVoice              0.0
 unitedcycleride           EgidioB_USAFan              0.0
 unitedcycleride           LaaautyLopez              0.0
 unitedcycleride           Gueven8              0.0
 unitedcycleride           gavinboyce23333              0.0
 unitedcycleride           pedrommmoreira1              0.0
 unitedcycleride           Positive_Pulse              0.0
 unitedcycleride           DawnRomanick              0.0
 unitedcycleride           guruwan2b              0.0
 unitedcycleride           MiguelSuppo_              0.0
 unitedcycleride           ZacBarrient              0.0
 unitedcycleride           amanda_wowk              0.0
 unitedcycleride           maivinhalliwell              0.0
 unitedcycleride           AskMicheleFirst              0.0
 unitedcycleride           RoulaDouglas              0.0
 unitedcycleride           Nate_Santana1              0.0
 unitedcycleride           cball47              0.0
 unitedcycleride           F_Miah_786              0.0
 unitedcycleride           claireworth1685              0.0
 unitedcycleride           kennethkilpatri              0.0
 unitedcycleride           SaraRoc05191903              0.0
 unitedcycleride           babatundemuham6              0.0
 unitedcycleride           Ga_Bunnie              0.0
 unitedcycleride           jillianebean              0.0
 unitedcycleride           s_nailee              0.0
 unitedcycleride           fadlala5              0.0
 unitedcycleride           jchqx_              0.0
 unitedcycleride           Therybass              0.0
 unitedcycleride           Agamewillwin1              0.0
 unitedcycleride           NZFCLUB              0.0
 unitedcycleride           tudor1_b              0.0
 unitedcycleride           SoloCruzAzul10              0.0
 unitedcycleride           HolianVI              0.0
 unitedcycleride           MyFamil12              0.0
 unitedcycleride           djrresto              0.0
 unitedcycleride           rachcurley20              0.0
 unitedcycleride           HaririAli              0.0
 unitedcycleride           JoshMahar2y              0.0
 unitedcycleride           PGHMayors              0.0
 unitedcycleride           MihalitsaE              0.0
 unitedcycleride           maloran23              0.0
